dataset,group_key,group_volume,n_records,rate,baseline_mean,baseline_std
allarmi_raw,tgd|nap,11.0,1,11.0,11.0,
allarmi_raw,tia|aoi,675.0,18,37.5,37.5,58.67482674978808
allarmi_raw,tia|bds,152.0,4,38.0,38.0,67.49814812274482
allarmi_raw,tia|bgy,2846.0,92,30.934782608695652,32.34090909090909,61.96882537780012
allarmi_raw,tia|blq,2234.0,65,34.36923076923077,35.46031746031746,58.74791016099798
allarmi_raw,tia|bri,1113.0,29,38.37931034482759,38.37931034482759,63.34227531723606
allarmi_raw,tia|cia,640.0,18,35.55555555555556,37.64705882352941,67.25505666534542
allarmi_raw,tia|ciy,123.0,3,41.0,41.0,69.2820323027551
allarmi_raw,tia|cta,806.0,43,18.74418604651163,20.666666666666668,38.189508984683584
allarmi_raw,tia|fco,588.0,42,14.0,14.0,34.4312676955402
allarmi_raw,tia|flr,328.0,6,54.666666666666664,54.666666666666664,55.00424226063537
allarmi_raw,tia|goa,205.0,10,20.5,20.5,15.130910231854674
allarmi_raw,tia|lin,3.0,1,3.0,3.0,
allarmi_raw,tia|mxp,2005.0,60,33.416666666666664,35.175438596491226,63.05131776322519
allarmi_raw,tia|nap,198.0,7,28.285714285714285,28.285714285714285,56.470388363325085
allarmi_raw,tia|peg,793.0,11,72.0909090909091,72.0909090909091,86.9763813290189
allarmi_raw,tia|psa,2354.0,60,39.233333333333334,40.58620689655172,61.204298233065764
allarmi_raw,tia|psr,157.0,8,19.625,19.625,48.38812575710816
allarmi_raw,tia|rmi,450.0,12,37.5,37.5,56.29710149167216
allarmi_raw,tia|suf,1.0,1,1.0,1.0,
allarmi_raw,tia|trn,1106.0,23,48.08695652173913,48.08695652173913,74.18399303174768
allarmi_raw,tia|trs,2.0,2,1.0,1.0,0.0
allarmi_raw,tia|tsf,2311.0,62,37.274193548387096,38.516666666666666,64.4395635043625
allarmi_raw,tia|vce,81.0,6,13.5,13.5,17.58124000177462
allarmi_raw,tia|vrn,1137.0,28,40.607142857142854,42.111111111111114,134.19341189071764
allarmi_raw,tlv|bgy,1.0,1,1.0,1.0,
allarmi_raw,tlv|fco,675.0,17,39.705882352941174,42.1875,73.46946644695333
allarmi_raw,tlv|mxp,943.0,27,34.925925925925924,39.291666666666664,68.08018237258224
allarmi_raw,tng|bgy,230.0,6,38.333333333333336,46.0,73.74279625834649
allarmi_raw,tng|cia,2.0,2,1.0,1.0,0.0
allarmi_raw,tpe|fco,466.0,10,46.6,46.6,88.5954601294872
allarmi_raw,tpe|mxp,568.0,15,37.86666666666667,37.86666666666667,90.36818867173073
allarmi_raw,tun|blq,10534.0,12,877.8333333333334,877.8333333333334,2873.2021361455786
allarmi_raw,tun|cag,155.0,1,155.0,155.0,
